token_id	speaker	iu_type	iu_id	tu_id	span	form	type	modality	features	align
115-0	SPK0031	Falling	115	73	Енді	Енді	linguistic	_	_	Begin=176.764
115-1	SPK0031	Falling	115	73	пикарныйдың	пикарныйдың	linguistic	_	_	_
115-2	SPK0031	Falling	115	73	наны	наны	linguistic	_	_	_
115-3	SPK0031	Falling	115	73	салған	салған	linguistic	_	_	_
115-4	SPK0031	Falling	115	73	сол	сол	linguistic	_	_	_
115-5	SPK0031	Falling	115	73	осы	осы	linguistic	_	_	_
115-6	SPK0031	Falling	115	73	сияқты	сияқты	linguistic	_	_	_
115-7	SPK0031	Falling	115	73	ғой	ғой	linguistic	_	_	_
115-8	SPK0031	Falling	115	73	енді	енді	linguistic	_	_	_
115-9	SPK0031	Falling	115	73	ей.	ей	linguistic	_	_	End=180.202
116-0	SPK0032	Continuing	116	74	Анау,	Анау	linguistic	_	_	Begin=179.679|End=180.684
117-0	SPK0032	Rising	117	75	кім	кім	linguistic	_	_	Begin=180.761
117-1	SPK0032	Rising	117	75	де	де	linguistic	_	_	_
117-2	SPK0032	Rising	117	75	алдында	алдында	linguistic	_	_	_
117-3	SPK0032	Rising	117	75	бір	бір	linguistic	_	_	_
117-4	SPK0032	Rising	117	75	жеп	жеп	linguistic	_	_	_
117-5	SPK0032	Rising	117	75	отыр	отыр	linguistic	_	_	_
117-6	SPK0032	Rising	117	75	ғой	ғой	linguistic	_	_	_
117-7	SPK0032	Rising	117	75	әне?	әне	linguistic	_	_	End=182.466
118-0	SPK0031	Falling	118	76	Заводской	Заводской	linguistic	_	_	Begin=181.527
118-1	SPK0031	Falling	118	76	##	##	unknown	_	_	End=182.849
119-0	SPK0032	Falling	119	77	Біздікі.	Біздікі	linguistic	_	_	Begin=182.466|End=183.325
120-0	SPK0032	Falling	120	78	Сол.	Сол	linguistic	_	_	Begin=183.615|End=184.339
121-0	SPK0031	Falling	121	79	Кім.	Кім	linguistic	_	_	Begin=184.619|End=185.384
122-0	SPK0032	Falling	122	80	¬Мәулер	Мәулер	linguistic	_	Anonymized=Yes	Begin=185.352
122-1	SPK0032	Falling	122	80	істегенді	істегенді	linguistic	_	_	_
122-2	SPK0032	Falling	122	80	істейді.	істейді	linguistic	_	_	End=187.306
123-0	SPK0032	Continuing	123	81	Ана:,	Ана	linguistic	_	Prolongation=2	Begin=187.511|End=188.627
124-0	SPK0032	Falling	124	81	әгі	әгі	linguistic	_	_	Begin=189.863
124-1	SPK0032	Falling	124	81	ет	ет	linguistic	_	_	_
124-2	SPK0032	Falling	124	81	асып	асып	linguistic	_	_	_
124-3	SPK0032	Falling	124	81	жүрген.	жүрген	linguistic	_	_	End=191.398
125-0	SPK0031	Falling	125	82	Иә	Иә	linguistic	_	_	Begin=191.363
125-1	SPK0031	Falling	125	82	иә.	иә	linguistic	_	_	End=192.673
126-0	SPK0032	Continuing	126	83	Ол	Ол	linguistic	_	_	Begin=192.696
126-1	SPK0032	Continuing	126	83	да	да	linguistic	_	_	_
126-2	SPK0032	Continuing	126	83	содан	содан	linguistic	_	_	_
126-3	SPK0032	Continuing	126	83	осы	осы	linguistic	_	_	_
126-4	SPK0032	Continuing	126	83	қы-,	қы-	linguistic	_	Interrupted=Yes	End=193.904
127-0	SPK0032	Falling	127	83	таратады.	таратады	linguistic	_	_	Begin=193.904|End=194.574
128-0	SPK0032	Falling	128	84	Тоқашты	Тоқашты	linguistic	_	_	Begin=194.574
128-1	SPK0032	Falling	128	84	да	да	linguistic	_	_	_
128-2	SPK0032	Falling	128	84	әкеледі.	әкеледі	linguistic	_	_	End=195.738
129-0	SPK0031	Falling	129	85	Енді	Енді	linguistic	_	_	Begin=195.745
129-1	SPK0031	Falling	129	85	қала	қала	linguistic	_	_	_
129-2	SPK0031	Falling	129	85	емес	емес	linguistic	_	_	_
129-3	SPK0031	Falling	129	85	қой	қой	linguistic	_	_	_
129-4	SPK0031	Falling	129	85	әкәу.	әкәу	linguistic	_	_	End=197.465
130-0	SPK0032	Falling	130	84	Қарманы.	Қарманы	linguistic	_	_	Begin=195.754|End=196.469
131-0	SPK0031	Falling	131	85	Осы	Осы	linguistic	_	_	Begin=197.465
131-1	SPK0031	Falling	131	85	жер	жер	linguistic	_	_	_
131-2	SPK0031	Falling	131	85	жасайды	жасайды	linguistic	_	_	_
131-3	SPK0031	Falling	131	85	оны.	оны	linguistic	_	_	End=198.731
132-0	SPK0032	Falling	132	86	Күршім	Күршім	linguistic	_	_	Begin=198.843
132-1	SPK0032	Falling	132	86	деймін.	деймін	linguistic	_	_	End=199.86
133-0	SPK0031	Falling	133	87	Күршім	Күршім	linguistic	_	_	Begin=199.899
133-1	SPK0031	Falling	133	87	жасайды.	жасайды	linguistic	_	_	End=201.261
134-0	SPK0031	Falling	134	88	Күршім	Күршім	linguistic	_	_	Begin=201.261
134-1	SPK0031	Falling	134	88	жасайды.	жасайды	linguistic	_	_	End=202.122
135-0	SPK0032	Falling	135	89	Е	Е	linguistic	_	_	Begin=201.547
135-1	SPK0032	Falling	135	89	соны	соны	linguistic	_	_	_
135-2	SPK0032	Falling	135	89	айтсаңшы.	айтсаңшы	linguistic	_	_	End=202.721
136-0	SPK0031	Falling	136	90	Соны	Соны	linguistic	_	_	Begin=202.122
136-1	SPK0031	Falling	136	90	айтып	айтып	linguistic	_	_	_
136-2	SPK0031	Falling	136	90	отырмын	отырмын	linguistic	_	_	_
136-3	SPK0031	Falling	136	90	мен.	мен	linguistic	_	_	End=203.256
137-0	SPK0032	Falling	137	91	Иә.	Иә	linguistic	_	_	Begin=202.721|End=203.31
138-0	SPK0031	Continuing	138	92	Мен	Мен	linguistic	_	_	Begin=203.328
138-1	SPK0031	Continuing	138	92	міне	міне	linguistic	_	_	_
138-2	SPK0031	Continuing	138	92	жерде,	жерде	linguistic	_	_	End=204.489
139-0	SPK0031	Falling	139	92	міне	міне	linguistic	_	_	Begin=204.496
139-1	SPK0031	Falling	139	92	жердікі	жердікі	linguistic	_	_	_
139-2	SPK0031	Falling	139	92	деп	деп	linguistic	_	_	_
139-3	SPK0031	Falling	139	92	отырғаным	отырғаным	linguistic	_	_	_
139-4	SPK0031	Falling	139	92	жоқ.	жоқ	linguistic	_	_	End=206.033
140-0	SPK0031	Falling	140	93	Күршім	Күршім	linguistic	_	_	Begin=206.492
140-1	SPK0031	Falling	140	93	жасағанда	жасағанда	linguistic	_	_	_
140-2	SPK0031	Falling	140	93	күршімнің	күршімнің	linguistic	_	_	_
140-3	SPK0031	Falling	140	93	халқы	халқы	linguistic	_	_	_
140-4	SPK0031	Falling	140	93	жасайды.	жасайды	linguistic	_	_	End=208.817
141-0	SPK0031	Falling	141	94	Өзі	Өзі	linguistic	_	_	Begin=209.105
141-1	SPK0031	Falling	141	94	сияқты	сияқты	linguistic	_	_	_
141-2	SPK0031	Falling	141	94	келіншек	келіншек	linguistic	_	_	_
141-3	SPK0031	Falling	141	94	жасайды	жасайды	linguistic	_	_	_
141-4	SPK0031	Falling	141	94	әгіні.	әгіні	linguistic	_	_	End=210.945
142-0	SPK0031	Falling	142	95	Ал.	Ал	linguistic	_	_	Begin=211.067|End=211.659
143-0	SPK0032	Interrupted	143	96	Сен	Сен	linguistic	_	_	Begin=211.636
143-1	SPK0032	Interrupted	143	96	Зеленый	Зеленый	linguistic	_	_	_
143-2	SPK0032	Interrupted	143	96	деп	деп	linguistic	_	_	_
143-3	SPK0032	Interrupted	143	96	от—	от—	linguistic	_	Interrupted=Yes	End=212.877
144-0	SPK0032	Falling	144	96	отырғаным	отырғаным	linguistic	_	_	Begin=212.877
144-1	SPK0032	Falling	144	96	жоқ	жоқ	linguistic	_	_	_
144-2	SPK0032	Falling	144	96	мен.	мен	linguistic	_	_	End=213.664
145-0	SPK0032	Falling	145	97	Сен	Сен	linguistic	_	_	Begin=213.7
145-1	SPK0032	Falling	145	97	мен	мен	linguistic	_	_	_
145-2	SPK0032	Falling	145	97	сөйтіп	сөйтіп	linguistic	_	_	_
145-3	SPK0032	Falling	145	97	отырмын.	отырмын	linguistic	_	_	End=214.741
146-0	SPK0031	Rising	146	98	Иә?	Иә	linguistic	_	_	Begin=213.802|End=214.568
147-0	SPK0032	Falling	147	99	Сен	Сен	linguistic	_	_	Begin=214.751
147-1	SPK0032	Falling	147	99	Зеленый	Зеленый	linguistic	_	_	_
147-2	SPK0032	Falling	147	99	деп	деп	linguistic	_	_	_
147-3	SPK0032	Falling	147	99	жатырсың.	жатырсың	linguistic	_	_	End=216.249
148-0	SPK0031	Falling	148	100	Жоқ.	Жоқ	linguistic	_	_	Begin=214.855|End=215.405
149-0	SPK0031	Continuing	149	101	Жоқ	Жоқ	linguistic	_	_	Begin=215.463
149-1	SPK0031	Continuing	149	101	жоқ,	жоқ	linguistic	_	_	End=216.098
150-0	SPK0031	Falling	150	101	Зеленыйде	Зеленыйде	linguistic	_	_	Begin=216.111
150-1	SPK0031	Falling	150	101	емес.	емес	linguistic	_	_	End=217.042
151-0	SPK0032	Falling	151	99	Осы	Осы	linguistic	_	_	Begin=216.272
151-1	SPK0032	Falling	151	99	жер	жер	linguistic	_	_	_
151-2	SPK0032	Falling	151	99	деп.	деп	linguistic	_	_	End=217.531
152-0	SPK0031	Falling	152	102	Күршімнің	Күршімнің	linguistic	_	_	Begin=218.523
152-1	SPK0031	Falling	152	102	кісілері	кісілері	linguistic	_	_	_
152-2	SPK0031	Falling	152	102	жасайды	жасайды	linguistic	_	_	_
152-3	SPK0031	Falling	152	102	әгі	әгі	linguistic	_	_	_
152-4	SPK0031	Falling	152	102	қарманы.	қарманы	linguistic	_	_	End=220.404
153-0	SPK0032	Rising	153	103	Иә?	Иә	linguistic	_	_	Begin=220.129|End=220.833
154-0	SPK0031	undefined	154	_	CLEARS_THROAT	CLEARS_THROAT	linguistic	_	_	Begin=225.14|End=226.484
155-0	SPK0032	Rising	155	104	Тамақ	Тамақ	linguistic	_	_	Begin=230.676
155-1	SPK0032	Rising	155	104	асайын	асайын	linguistic	_	_	_
155-2	SPK0032	Rising	155	104	деген	деген	linguistic	_	_	_
155-3	SPK0032	Rising	155	104	жоқ	жоқ	linguistic	_	_	_
155-4	SPK0032	Rising	155	104	па?	па	linguistic	_	_	End=232.509
156-0	SPK0031	Falling	156	105	Жоқ.	Жоқ	linguistic	_	_	Begin=233.42|End=234.187
157-0	SPK0031	Continuing	157	106	Анау,	Анау	linguistic	_	_	Begin=234.241|End=235.264
158-0	SPK0031	Falling	158	107	маған	маған	linguistic	_	_	Begin=235.306
158-1	SPK0031	Falling	158	107	бір	бір	linguistic	_	_	_
158-2	SPK0031	Falling	158	107	жұмыс	жұмыс	linguistic	_	_	_
158-3	SPK0031	Falling	158	107	шығып	шығып	linguistic	_	_	_
158-4	SPK0031	Falling	158	107	қалып	қалып	linguistic	_	_	_
158-5	SPK0031	Falling	158	107	ана	ана	linguistic	_	_	_
158-6	SPK0031	Falling	158	107	күні.	күні	linguistic	_	_	End=237.436
159-0	SPK0031	Continuing	159	108	Апа	Апа	linguistic	_	_	Begin=237.707
159-1	SPK0031	Continuing	159	108	отырған,	отырған	linguistic	_	_	End=238.63
160-0	SPK0031	Falling	160	108	ал	ал	linguistic	_	_	Begin=238.63
160-1	SPK0031	Falling	160	108	ол	ол	linguistic	_	_	_
160-2	SPK0031	Falling	160	108	апаң	апаң	linguistic	_	_	_
160-3	SPK0031	Falling	160	108	қайда.	қайда	linguistic	_	_	End=240.094
161-0	SPK0031	Falling	161	109	Үйде	Үйде	linguistic	_	_	Begin=240.15
161-1	SPK0031	Falling	161	109	дедім	дедім	linguistic	_	_	_
161-2	SPK0031	Falling	161	109	ол.	ол	linguistic	_	_	End=241.433
162-0	SPK0031	Falling	162	110	Апа	Апа	linguistic	_	_	Begin=243.079
162-1	SPK0031	Falling	162	110	неге	неге	linguistic	_	_	_
162-2	SPK0031	Falling	162	110	келмеді	келмеді	linguistic	_	_	_
162-3	SPK0031	Falling	162	110	дейді	дейді	linguistic	_	_	_
162-4	SPK0031	Falling	162	110	әгі	әгі	linguistic	_	_	_
162-5	SPK0031	Falling	162	110	келін.	келін	linguistic	_	_	End=244.685
163-0	SPK0031	Falling	163	111	Ал	Ал	linguistic	_	_	Begin=244.685
163-1	SPK0031	Falling	163	111	керек	керек	linguistic	_	_	_
163-2	SPK0031	Falling	163	111	болса.	болса	linguistic	_	_	End=245.579
164-0	SPK0031	Continuing	164	112	Әгі,	Әгі	linguistic	_	_	Begin=246.584|End=247.486
165-0	SPK0031	Continuing	165	113	кешегі	кешегі	linguistic	_	_	Begin=247.486
165-1	SPK0031	Continuing	165	113	тамақ	тамақ	linguistic	_	_	_
165-2	SPK0031	Continuing	165	113	ас-	ас-	linguistic	_	Interrupted=Yes	_
165-3	SPK0031	Continuing	165	113	е-,	е-	linguistic	_	Interrupted=Yes	End=248.802
166-0	SPK0031	Continuing	166	113	бәлен,	бәлен	linguistic	_	_	Begin=248.802|End=249.162
167-0	SPK0031	Falling	167	115	жұмыс	жұмыс	linguistic	_	_	Begin=249.162
167-1	SPK0031	Falling	167	115	шығып	шығып	linguistic	_	_	_
167-2	SPK0031	Falling	167	115	қалып	қалып	linguistic	_	_	_
167-3	SPK0031	Falling	167	115	содан	содан	linguistic	_	_	_
167-4	SPK0031	Falling	167	115	асығып	асығып	linguistic	_	_	_
167-5	SPK0031	Falling	167	115	жұмысқа	жұмысқа	linguistic	_	_	_
167-6	SPK0031	Falling	167	115	кетіп	кетіп	linguistic	_	_	_
167-7	SPK0031	Falling	167	115	қалғанмын.	қалғанмын	linguistic	_	_	End=251.981
168-0	SPK0031	Falling	168	116	Айтқан	Айтқан	linguistic	_	_	Begin=251.981
168-1	SPK0031	Falling	168	116	дедім.	дедім	linguistic	_	_	End=252.762
169-0	SPK0031	Falling	169	117	Атасымен	Атасымен	linguistic	_	_	Begin=252.762
169-1	SPK0031	Falling	169	117	бір	бір	linguistic	_	_	_
169-2	SPK0031	Falling	169	117	жерге	жерге	linguistic	_	_	_
169-3	SPK0031	Falling	169	117	кетті.	кетті	linguistic	_	_	End=254.852
170-0	SPK0031	undefined	170	_	(H)	(H)	inhale	_	_	Begin=255.492
170-1	SPK0031	undefined	170	_	(Hx)	(Hx)	exhale	_	_	End=258.753
171-0	SPK0032	Falling	171	118	Қолдан	Қолдан	linguistic	_	_	Begin=277.395
171-1	SPK0032	Falling	171	118	келмегелі	келмегелі	linguistic	_	_	_
171-2	SPK0032	Falling	171	118	сол.	сол	linguistic	_	_	End=278.478
172-0	SPK0032	Falling	172	119	Қолдан	Қолдан	linguistic	_	_	Begin=278.478
172-1	SPK0032	Falling	172	119	келетін.	келетін	linguistic	_	_	End=279.323
173-0	SPK0032	Continuing	173	119	Қазір	Қазір	linguistic	_	_	Begin=279.427
173-1	SPK0032	Continuing	173	119	мына-ай	мына-ай	linguistic	_	_	_
173-2	SPK0032	Continuing	173	119	біздің	біздің	linguistic	_	_	_
173-3	SPK0032	Continuing	173	119	¬Дикоштар	Дикоштар	linguistic	_	Anonymized=Yes	_
173-4	SPK0032	Continuing	173	119	не	не	linguistic	_	_	_
173-5	SPK0032	Continuing	173	119	істесе,	істесе	linguistic	_	_	End=281.739
174-0	SPK0032	Falling	174	119	Жып-жылмайғай	Жып-жылмайғай	linguistic	_	_	Begin=281.739
174-1	SPK0032	Falling	174	119	қылады	қылады	linguistic	_	_	_
174-2	SPK0032	Falling	174	119	ананы	ананы	linguistic	_	_	_
174-3	SPK0032	Falling	174	119	баяғы.	баяғы	linguistic	_	_	End=283.366
175-0	SPK0031	Falling	175	120	Ой	Ой	linguistic	_	_	Begin=283.149
175-1	SPK0031	Falling	175	120	құдай.	құдай	linguistic	_	_	End=284.829
176-0	SPK0031	Falling	176	_	####.	####	unknown	_	_	Begin=285.005|End=286.294
177-0	SPK0032	Falling	177	121	Жоқ	Жоқ	linguistic	_	_	Begin=285.843
177-1	SPK0032	Falling	177	121	енді	енді	linguistic	_	_	_
177-2	SPK0032	Falling	177	121	соған	соған	linguistic	_	_	_
177-3	SPK0032	Falling	177	121	қарап	қарап	linguistic	_	_	_
177-4	SPK0032	Falling	177	121	отыр	отыр	linguistic	_	_	_
177-5	SPK0032	Falling	177	121	ғой.	ғой	linguistic	_	_	End=287.322
178-0	SPK0032	Falling	178	122	Анау	Анау	linguistic	_	_	Begin=287.649
178-1	SPK0032	Falling	178	122	басқа	басқа	linguistic	_	_	_
178-2	SPK0032	Falling	178	122	жағын	жағын	linguistic	_	_	_
178-3	SPK0032	Falling	178	122	ағартып	ағартып	linguistic	_	_	_
178-4	SPK0032	Falling	178	122	неге	неге	linguistic	_	_	_
178-5	SPK0032	Falling	178	122	түзеп	түзеп	linguistic	_	_	_
178-6	SPK0032	Falling	178	122	жуып	жуып	linguistic	_	_	_
178-7	SPK0032	Falling	178	122	шая	шая	linguistic	_	_	_
178-8	SPK0032	Falling	178	122	бермейді.	бермейді	linguistic	_	_	End=290.625
179-0	SPK0032	Falling	179	123	Басқа	Басқа	linguistic	_	_	Begin=290.806
179-1	SPK0032	Falling	179	123	төрт	төрт	linguistic	_	_	_
179-2	SPK0032	Falling	179	123	комната	комната	linguistic	_	_	_
179-3	SPK0032	Falling	179	123	тұр.	тұр	linguistic	_	_	End=292.741
180-0	SPK0032	Falling	180	124	Бес	Бес	linguistic	_	_	Begin=292.774
180-1	SPK0032	Falling	180	124	комната	комната	linguistic	_	_	_
180-2	SPK0032	Falling	180	124	тұр	тұр	linguistic	_	_	_
180-3	SPK0032	Falling	180	124	арғы	арғы	linguistic	_	_	_
180-4	SPK0032	Falling	180	124	жағында.	жағында	linguistic	_	_	End=294.319
181-0	SPK0032	Falling	181	125	Бес	Бес	linguistic	_	_	Begin=296.014
181-1	SPK0032	Falling	181	125	комната	комната	linguistic	_	_	_
181-2	SPK0032	Falling	181	125	тұр.	тұр	linguistic	_	_	End=297.5
182-0	SPK0031	Falling	182	126	Ой	Ой	linguistic	_	_	Begin=297.473
182-1	SPK0031	Falling	182	126	құдай-ау	құдай-ау	linguistic	_	_	_
182-2	SPK0031	Falling	182	126	ананы	ананы	linguistic	_	_	_
182-3	SPK0031	Falling	182	126	әкеңнің	әкеңнің	linguistic	_	_	_
182-4	SPK0031	Falling	182	126	ауызың	ауызың	linguistic	_	_	_
182-5	SPK0031	Falling	182	126	сігейін.	сігейін	linguistic	_	_	End=299.619
183-0	SPK0031	undefined	183	_	(TSK)	(TSK)	click	_	_	Begin=299.802|End=301.272
184-0	SPK0031	Falling	184	127	Недеген	Недеген	linguistic	_	_	Begin=301.365
184-1	SPK0031	Falling	184	127	жәрмес	жәрмес	linguistic	_	_	_
184-2	SPK0031	Falling	184	127	әкеңнің	әкеңнің	linguistic	_	_	_
184-3	SPK0031	Falling	184	127	аузын	аузын	linguistic	_	_	_
184-4	SPK0031	Falling	184	127	сігейін.	сігейін	linguistic	_	_	End=303.508
185-0	SPK0032	Falling	185	128	Ақырын	Ақырын	linguistic	_	_	Begin=306.966
185-1	SPK0032	Falling	185	128	ақырын	ақырын	linguistic	_	_	_
185-2	SPK0032	Falling	185	128	жуып.	жуып	linguistic	_	_	End=308.264
186-0	SPK0032	Falling	186	128	###-ны	###-ны	linguistic	_	_	Begin=308.378
186-1	SPK0032	Falling	186	128	ағарта	ағарта	linguistic	_	_	_
186-2	SPK0032	Falling	186	128	берсін.	берсін	linguistic	_	_	End=309.585
187-0	SPK0032	Falling	187	129	Ағартатын	Ағартатын	linguistic	_	_	Begin=309.988
187-1	SPK0032	Falling	187	129	да	да	linguistic	_	_	_
187-2	SPK0032	Falling	187	129	емес.	емес	linguistic	_	_	End=311.008
188-0	SPK0032	Falling	188	130	Бәрі	Бәрі	linguistic	_	_	Begin=311.008
188-1	SPK0032	Falling	188	130	обой.	обой	linguistic	_	_	End=311.942
189-0	SPK0032	Falling	189	131	Қағаз	Қағаз	linguistic	_	_	Begin=314.82
189-1	SPK0032	Falling	189	131	жабыстырып	жабыстырып	linguistic	_	_	_
189-2	SPK0032	Falling	189	131	###	###	unknown	_	_	End=316.438
190-0	SPK0032	Falling	190	132	Жоқ	Жоқ	linguistic	_	_	Begin=323.518
190-1	SPK0032	Falling	190	132	қызыл	қызыл	linguistic	_	_	_
190-2	SPK0032	Falling	190	132	мәшін	мәшін	linguistic	_	_	_
190-3	SPK0032	Falling	190	132	тұр	тұр	linguistic	_	_	_
190-4	SPK0032	Falling	190	132	ана	ана	linguistic	_	_	_
190-5	SPK0032	Falling	190	132	ненің	ненің	linguistic	_	_	_
190-6	SPK0032	Falling	190	132	ішінде.	ішінде	linguistic	_	_	End=325.435
191-0	SPK0031	Falling	191	133	Кетші-ей	Кетші-ей	linguistic	_	_	Begin=325.859
191-1	SPK0031	Falling	191	133	әкиң.	әкиң	linguistic	_	_	End=326.936
192-0	SPK0032	Falling	192	134	Жоқ	Жоқ	linguistic	_	_	Begin=327.081
192-1	SPK0032	Falling	192	134	енді	енді	linguistic	_	_	_
192-2	SPK0032	Falling	192	134	соны.	соны	linguistic	_	_	End=328.152
193-0	SPK0031	undefined	193	_	О:	О	linguistic	_	Prolongation=0	Begin=328.731
193-1	SPK0031	undefined	193	_	@@	@@	linguistic	_	_	End=330.12
194-0	SPK0031	Interrupted	194	135	Қораға	Қораға	linguistic	_	_	Begin=330.191
194-1	SPK0031	Interrupted	194	135	қ#—	қ#—	linguistic	_	Interrupted=Yes	End=331.343
195-0	SPK0031	Continuing	195	136	қо-	қо-	linguistic	_	Interrupted=Yes	Begin=331.343
195-1	SPK0031	Continuing	195	136	қоршауда	қоршауда	linguistic	_	_	_
195-2	SPK0031	Continuing	195	136	мына	мына	linguistic	_	_	_
195-3	SPK0031	Continuing	195	136	жақта	жақта	linguistic	_	_	_
195-4	SPK0031	Continuing	195	136	біреулер,	біреулер	linguistic	_	_	End=333.163
196-0	SPK0031	Falling	196	136	мәшін	мәшін	linguistic	_	_	Begin=333.163
196-1	SPK0031	Falling	196	136	тізіп	тізіп	linguistic	_	_	_
196-2	SPK0031	Falling	196	136	салыпты	салыпты	linguistic	_	_	_
196-3	SPK0031	Falling	196	136	сол	сол	linguistic	_	_	_
196-4	SPK0031	Falling	196	136	сияқты.	сияқты	linguistic	_	_	End=334.638
197-0	SPK0031	Continuing	197	137	Шалқайты:п,	Шалқайтып	linguistic	_	Prolongation=7	Begin=334.641|End=335.469
198-0	SPK0031	Continuing	198	137	қырынан	қырынан	linguistic	_	_	Begin=335.469
198-1	SPK0031	Continuing	198	137	қырынан	қырынан	linguistic	_	_	_
198-2	SPK0031	Continuing	198	137	қойып,	қойып	linguistic	_	_	End=336.584
199-0	SPK0031	Falling	199	137	ойбай	ойбай	linguistic	_	_	Begin=336.584
199-1	SPK0031	Falling	199	137	а:й.	ай	linguistic	_	Prolongation=0	End=338.501
200-0	SPK0031	Continuing	200	138	Бес,	Бес	linguistic	_	_	Begin=339.125|End=339.739
201-0	SPK0031	Falling	201	139	бес	бес	linguistic	_	_	Begin=340.048
201-1	SPK0031	Falling	201	139	мәшіннің	мәшіннің	linguistic	_	_	_
201-2	SPK0031	Falling	201	139	қаңқасы	қаңқасы	linguistic	_	_	_
201-3	SPK0031	Falling	201	139	тұр.	тұр	linguistic	_	_	End=341.588
202-0	SPK0031	Falling	202	140	Біреудің	Біреудің	linguistic	_	_	Begin=341.852
202-1	SPK0031	Falling	202	140	қорғанында.	қорғанында	linguistic	_	_	End=343.538
203-0	SPK0031	Continuing	203	141	Ана	Ана	linguistic	_	_	Begin=343.924
203-1	SPK0031	Continuing	203	141	біреу	біреу	linguistic	_	_	_
203-2	SPK0031	Continuing	203	141	жерде	жерде	linguistic	_	_	_
203-3	SPK0031	Continuing	203	141	кім:,	кім	linguistic	_	Prolongation=2	End=345.944
204-0	SPK0031	Continuing	204	142	¬Берік,	Берік	linguistic	_	Anonymized=Yes	Begin=346.3|End=347.325
205-0	SPK0031	Falling	205	143	¬Беріктің	Беріктің	linguistic	_	Anonymized=Yes	Begin=347.531
205-1	SPK0031	Falling	205	143	үйінің	үйінің	linguistic	_	_	_
205-2	SPK0031	Falling	205	143	арғы	арғы	linguistic	_	_	_
205-3	SPK0031	Falling	205	143	жағында	жағында	linguistic	_	_	_
205-4	SPK0031	Falling	205	143	бір	бір	linguistic	_	_	_
205-5	SPK0031	Falling	205	143	үйдің	үйдің	linguistic	_	_	_
205-6	SPK0031	Falling	205	143	несінде	несінде	linguistic	_	_	_
205-7	SPK0031	Falling	205	143	@ё:.	@ё	linguistic	_	Prolongation=1	End=350.554
206-0	SPK0031	Falling	206	144	Тағы	Тағы	linguistic	_	_	Begin=351.843
206-1	SPK0031	Falling	206	144	бір	бір	linguistic	_	_	_
206-2	SPK0031	Falling	206	144	жерде	жерде	linguistic	_	_	_
206-3	SPK0031	Falling	206	144	тіпті	тіпті	linguistic	_	_	_
206-4	SPK0031	Falling	206	144	көп.	көп	linguistic	_	_	End=353.3
207-0	SPK0031	Falling	207	145	Ее.	Ее	linguistic	_	_	Begin=353.3|End=354.103
208-0	SPK0031	Continuing	208	146	Мына	Мына	linguistic	_	_	Begin=354.343
208-1	SPK0031	Continuing	208	146	¬Жұматайдың,	Жұматайдың	linguistic	_	Anonymized=Yes	End=355.351
209-0	SPK0031	Continuing	209	147	¬Жұматай	Жұматай	linguistic	_	Anonymized=Yes	Begin=355.351
209-1	SPK0031	Continuing	209	147	емес	емес	linguistic	_	_	_
209-2	SPK0031	Continuing	209	147	міне	міне	linguistic	_	_	_
209-3	SPK0031	Continuing	209	147	жерде,	жерде	linguistic	_	_	End=357.016
210-0	SPK0031	Falling	210	148	кеше	кеше	linguistic	_	_	Begin=357.016
210-1	SPK0031	Falling	210	148	арықтан	арықтан	linguistic	_	_	_
210-2	SPK0031	Falling	210	148	өттік	өттік	linguistic	_	_	_
210-3	SPK0031	Falling	210	148	қой	қой	linguistic	_	_	_
210-4	SPK0031	Falling	210	148	сонда.	сонда	linguistic	_	_	End=358.98
211-0	SPK0031	Continuing	211	149	Онда	Онда	linguistic	_	_	Begin=359.545
211-1	SPK0031	Continuing	211	149	да	да	linguistic	_	_	_
211-2	SPK0031	Continuing	211	149	недәуір,	недәуір	linguistic	_	_	End=361.106
212-0	SPK0031	Falling	212	150	қатар	қатар	linguistic	_	_	Begin=361.255
212-1	SPK0031	Falling	212	150	қатар	қатар	linguistic	_	_	_
212-2	SPK0031	Falling	212	150	мәшінді	мәшінді	linguistic	_	_	_
212-3	SPK0031	Falling	212	150	қорған	қорған	linguistic	_	_	_
212-4	SPK0031	Falling	212	150	қылдырып	қылдырып	linguistic	_	_	_
212-5	SPK0031	Falling	212	150	тастаған	тастаған	linguistic	_	_	_
212-6	SPK0031	Falling	212	150	бүйтіп.	бүйтіп	linguistic	_	_	End=364.316
213-0	SPK0032	Continuing	213	151	Үтіл	Үтіл	linguistic	_	_	Begin=364.907
213-1	SPK0032	Continuing	213	151	шығар	шығар	linguistic	_	_	_
213-2	SPK0032	Continuing	213	151	ол,	ол	linguistic	_	_	End=365.944
214-0	SPK0032	Falling	214	152	үтіл	үтіл	linguistic	_	_	Begin=365.944
214-1	SPK0032	Falling	214	152	ғой.	ғой	linguistic	_	_	End=366.843
215-0	SPK0031	Falling	215	153	Үтіл	Үтіл	linguistic	_	_	Begin=366.881
215-1	SPK0031	Falling	215	153	мәт-	мәт-	linguistic	_	Interrupted=Yes	_
215-2	SPK0031	Falling	215	153	мәшіндер	мәшіндер	linguistic	_	_	_
215-3	SPK0031	Falling	215	153	деймін	деймін	linguistic	_	_	_
215-4	SPK0031	Falling	215	153	мен.	мен	linguistic	_	_	End=368.641
216-0	SPK0032	Rising	216	154	Иә?	Иә	linguistic	_	_	Begin=368.388|End=368.942
